Timestamp,Username,VideoID,Comment,Date
2025-01-05T08:47:30Z,@tirtakardes1559,UUGY64rPLxo,"YA, AMPUN. Dibandingkan Lesbi, lebih ke fantasy laki-laki inimah. Harem nya para raja",2025-01-05T08:47:30Z
2025-01-05T08:39:34Z,@JoeXCR7,UUGY64rPLxo,Jadi ini idol grup yang katanya mendukung lgbtqhaksvsudbsowoanshd,2025-01-05T08:39:34Z
2025-01-05T08:27:32Z,@ardhiatailbrush6633,UUGY64rPLxo,woekkk,2025-01-05T08:27:32Z
2025-01-05T08:21:51Z,@HilyaAreta,UUGY64rPLxo,Bagusss,2025-01-05T08:21:51Z
2025-01-05T08:20:42Z,@AndiTakbir-pm4vb,UUGY64rPLxo,LGBT KAH,2025-01-05T08:20:42Z
2025-01-05T07:54:47Z,@rafrapis,UUGY64rPLxo,"Min hati2 akan ada Serang fajar, ada akun gede nge framing di bilang LGBT.",2025-01-05T07:54:47Z
2025-01-05T08:01:41Z,@silenceglaive,UUGY64rPLxo,Kali ini bakal dari komunitas atau pengikut dari Guru Gembul,2025-01-05T08:01:41Z
2025-01-05T08:56:16Z,@rafrapis,UUGY64rPLxo,Alhamdulillah udah di hapus postingan nya.,2025-01-05T08:56:16Z
2025-01-05T01:35:38Z,@emieculzum8785,UUGY64rPLxo,Muthe sok cantik bgt,2025-01-05T01:35:38Z
2025-01-05T08:03:00Z,@silenceglaive,UUGY64rPLxo,"Mohon maaf kak, anda sedang menghadapi masalah apa sehingga terpikirkan untuk berkomentar demikian?",2025-01-05T08:03:00Z
2025-01-11T03:28:25Z,@Christyyyy-bt5ps,UUGY64rPLxo,"Bacot kau, uangnya lebih banyak dari kau",2025-01-11T03:28:25Z
2025-01-04T15:48:13Z,@HIKARI_HANAKA,UUGY64rPLxo,Yah nonton nya di 2025,2025-01-04T15:48:13Z
2025-01-04T11:22:06Z,@andotobing86,UUGY64rPLxo,2025 masih hadir ❤❤❤,2025-01-04T11:22:06Z
2025-01-04T09:49:33Z,@wahyuhidayatxcacamaricaheyhey,UUGY64rPLxo,"Anying banyak bocah2 kemarin sore yg baru tau jkt pada komentar negatif, video udah setahun lalu pas gua mampir lagi buat nonton ternyata banyak bocil bela2in pada dateng kesini nyari lagu ini cuma buat spam komentar ceramah bilang ga suka, ya kalau ga suka jangan di cari jangan di liat jangan di tonton, gitu saja kok repot mempersulit hidup sendiri.",2025-01-04T09:49:33Z
2025-01-05T08:00:53Z,@silenceglaive,UUGY64rPLxo,"Sebagian besar dari mereka berasal dari komunitas Guru Gembul, tapi juga bisa dijadikan pelajaran buat JOT untuk mengurangi hal yang memicu kontroversi.",2025-01-05T08:00:53Z
2025-01-03T16:19:34Z,@rismanputra949,UUGY64rPLxo,Musik+dance+visual luar biasa sih...si marsha over power banget jadi center Disini...ini kalo ngk salah lagu akb yak?tapi di bawa jkt dengan perubahan di musik nya lebih kekinian...kerenn...alur ceritanya juga bagus lagu ini❤❤❤,2025-01-03T16:19:34Z
2025-01-03T10:46:32Z,@hidayat03channel72,UUGY64rPLxo,Tes…halo anybody home?,2025-01-03T10:46:32Z
2025-01-03T10:05:46Z,@Afz_angel677-c9w,UUGY64rPLxo,Ayo ke sini apakah yang kamu mau ke taman bunga para gadis rasa madu adalah rahasianya,2025-01-03T10:05:46Z
2025-01-02T14:15:11Z,@nandaaurel1718,UUGY64rPLxo,"saya senang sekali dengan lagu inii ,sangat amat bagus and baju nya cocok dengan member❤😊",2025-01-02T14:15:11Z
2025-01-01T16:14:25Z,@chanelbeat4063,UUGY64rPLxo,Gasuka LGBT kayak ga ada cwo aja ya,2025-01-01T16:14:25Z
2025-01-02T06:10:38Z,@Kadek_530,UUGY64rPLxo,apala kalo ga ngerti jangan ngehujat dulu anjg 😂😂😂,2025-01-02T06:10:38Z
2025-01-02T10:07:49Z,@chanelbeat4063,UUGY64rPLxo,@Kadek_530  jngan mendukung LGBT bos,2025-01-02T10:07:49Z
2025-01-03T02:11:42Z,@ShintaAzzahra713,UUGY64rPLxo,"​​@@chanelbeat4063 makna dari lagu ini bukan lgbt, baca aja komen komen teratas nya",2025-01-03T02:12:42Z
2025-01-03T03:37:14Z,@chanelbeat4063,UUGY64rPLxo,@ShintaAzzahra713  ada gerakan ciuman cewe sama cewe masa bukan LGBT🤣🤣🤣,2025-01-03T03:37:14Z
2025-01-03T07:42:13Z,@sigitpamungkas5970,UUGY64rPLxo,"Gak suka gak usah di tonton, cari aja lagu sesuai selera lu",2025-01-03T07:42:13Z
2025-01-03T08:29:48Z,@chanelbeat4063,UUGY64rPLxo,@@sigitpamungkas5970 lah EMG siapa yg ngomongin lagu nya?dan EMG orang indo mana yg suka LGBT?,2025-01-03T08:29:48Z
2025-01-03T13:36:54Z,@JKT48fansb,UUGY64rPLxo,Bener kata dia setiap lagu itu pasti ada makna nya tau! ​@@chanelbeat4063,2025-01-03T13:36:54Z
2025-01-05T08:16:50Z,@silenceglaive,UUGY64rPLxo,"Saya juga tidak membenarkan LGBTQ+, tapi konteks pada kasus ini berbeda. Mereka Idol Grup yang isinya perempuan semua, jadi tidak ada member pria. Sebisa mungkin mereka tidak menampilkan tokoh pria (terlebih ini merupakan special performance yang meng-highlight aransemen dan variasi kreativitas). Di MV lain mungkin menampilkan ada tokoh pria tapi itu ada projek tersendiri, seperti Rhapsody (tentang pernikahan). Sedangkan pada SPV ini (Benang Sari Putik dan Kupu-kupu Malam) menceritakan seorang gadis yang terjerumus ke hal negatif (*bukan berarti mengajak ke hal negatif).
Mungkin berbeda sudut pandang, tapi pemikiran yang negatif tanpa mempertimbangkan hal lain terhadap suatu hal secara terus menerus akan membuat anda skeptis dan berburuk sangka.",2025-01-05T08:16:50Z
2025-01-01T09:36:54Z,@Random-Shoot12,UUGY64rPLxo,"Ringkasan
Dengarkan
Lirik
Malam ini rahasia ya
Kamu tak boleh bilang siapa-siapa
Datang ke sini juga rahasia
Terus sekarang mau apa?
Ah, di cahaya bulan (Misterius)
Ah, awan menghiasi (Mengundang)
Ayo ke sini
Apakah yang kau mau?
Ke taman bunga para gadis
Rasa madu adalah rahasianya
Ya (Ya)
Ini janji yang terlarang
Ketakutan (Juga was-was)
Terasa, 'kan? (Ya, terasa)
Permainan berbahaya
Tiba-tiba saling memandang
Kenapa? (Kenapa?)
Hanya terdiam saja, kah?
Tangan yang (Diulurkan)
Bersentuhan (Kita bagai)
Sari bunga dan kupu-kupu malam
Aku tak biasa punya rahasia
Nanti pasti 'kan dimarahi mama
Rahasia bukanlah masalah
Nikmati sajalah saat ini
Ah, bunga yang tak pernah (Aku lihat)
Ah, aromanya itu (Manisnya)
Jangan menggodaku
Akan aku ajari
Di taman bunga para gadis
Cinta itu 'kan selalu immoral
Hei (Hei)
Bibir yang mulai mendekat
Tidak boleh (Ah, boleh lah)
Jangan ah (Ih, lucunya)
Kita telah melewati
Batasnya dan saling mencinta
Sudah (Sudah)
Nafas pun menjadi panjang
Panas sekali (Insting ini)
Menakutkan (Menyerahlah)
Sari bunga dan kupu-kupu malam
Rasa madu adalah rahasianya
Ya (Ya)
Ini janji yang terlarang
Ketakutan (Juga was-was)
Terasa, 'kan? (Ya, terasa)
Permainan berbahaya
Tiba-tiba saling memandang
Kenapa? (Kenapa?)
Hanya terdiam saja, kah?
Tangan yang (Diulurkan)
Bersentuhan (Kita bagai)
Sari bunga dan kupu-kupu malam",2025-01-01T09:36:54Z
2025-01-01T08:59:53Z,@AmiraSumaryo,UUGY64rPLxo,vibes nya behhh,2025-01-01T08:59:53Z
2025-01-01T05:13:36Z,@MbulOyen-o8f,UUGY64rPLxo,Ih kasian yg islam pasti malu tapi kalo yg non islam gak malu cuma yg islam malu banget pasti hati nya kayak freya freya islam pasti rasa hati dan aurat nya malu banget,2025-01-01T05:13:36Z
2025-01-02T15:21:46Z,@seeesshhbro,UUGY64rPLxo,dengerin gus miftah aja,2025-01-02T15:21:46Z
2025-01-03T02:13:20Z,@ShintaAzzahra713,UUGY64rPLxo,"Itu emng pilihan freya bang, kalo freya emng g mau buka aurat ya g ush msuk jkt",2025-01-03T02:13:55Z
2025-01-03T07:43:24Z,@sigitpamungkas5970,UUGY64rPLxo,Anda salah server dengerin kosidahan aja,2025-01-03T07:43:24Z
2025-01-05T08:24:55Z,@silenceglaive,UUGY64rPLxo,"Saya memahaminya, tapi kalau bisa gunakan kalimat lain yang lebih halus agar tidak menimbulkan kesalahpahaman. Karena sebenarnya itu bisa jadi masukan yang bagus kedepannya untuk JOT untuk menyediakan ishou yang lebih tertutup, seperti sister group lain yang cenderung menggunakan ishou panjang STU48 dan juga rivalnya AKB48 yaitu Tanjakan46.",2025-01-05T08:24:55Z
2025-01-01T00:52:12Z,@Slamet-hp6jn,UUGY64rPLxo,Alaalaidiya😊😊😊😊😊😊😊,2025-01-01T00:52:12Z
2024-12-31T17:47:06Z,@ahmadsyafei1609,UUGY64rPLxo,🎉🎉🎉,2024-12-31T17:47:06Z
2024-12-31T07:35:28Z,@Aduunwi,UUGY64rPLxo,Pertama liat waktu pake baju putih kayak ada unsur LGBT nya… tapi setelah baca Lirik nya dan Warna baju berubah jadi gelap….  Aku berfikir wanita polos yg mulai mengenal cinta yang membuatnya berubah lebih rebel…,2024-12-31T07:35:28Z
2024-12-31T07:26:33Z,@elsapratiwi,UUGY64rPLxo,Jangan memberikan pengaruh buruk pada anak anak kami . Kembali seperti dulu baju sopan dan lirik lagu yg sopan .. benar2 hancur ...,2024-12-31T07:26:33Z
2024-12-31T14:45:11Z,@zherzii-p9j,UUGY64rPLxo,"apasih kontol satu ini, sejak kapan lagu jkt48 itu lagunya untuk anak2",2024-12-31T14:45:11Z
2025-01-03T07:44:00Z,@sigitpamungkas5970,UUGY64rPLxo,Pasti anda orang awam yang tidak tahu konsep dan keunikan JKT48,2025-01-03T07:44:00Z
2024-12-31T03:48:04Z,@pixelpudding3914,UUGY64rPLxo,"I’m an American JKT48 fan, can someone explain what is wrong with this? I know it’s not the 100% same as AKB48 but I think it’s good they’re trying to make it different❤",2024-12-31T03:48:04Z
2025-01-01T00:47:01Z,@arianard1739,UUGY64rPLxo,"Indonesia is Muslim majority, and LGBT is prohibited. The MV there are kiss scene between 2 girl so it's look like lesbian.",2025-01-01T00:47:01Z
2025-01-04T08:42:33Z,@greyson668,UUGY64rPLxo,"​@@arianard1739cmon bro, LGBT are not prohibited but just taboo, it's not about lesbian anyway, the song mean about the girl who lose his innocence when know called ""love"", like you learn linguistics or not, wrong assuming like that yo!",2025-01-04T08:42:33Z
2025-01-05T08:03:56Z,@kaekaeoshi69,UUGY64rPLxo,"​@@greyson668 it's prohibited in Indonesia. You can be jailed for same segg activity, or u can get persecution if u show the activity",2025-01-05T08:03:56Z
2025-01-12T08:02:28Z,@doblehdumbledore9088,UUGY64rPLxo,JKT48 made a concept namely New Era. One of the project is re-arrangements old song and perform it into performance video,2025-01-12T08:02:28Z
2024-12-31T00:42:02Z,@ngaungngaung,UUGY64rPLxo,Managernya gak beresss,2024-12-31T00:42:02Z
2024-12-31T00:41:51Z,@ngaungngaung,UUGY64rPLxo,Gilani LGBT njirrrr,2024-12-31T00:41:51Z
2024-12-30T22:40:15Z,@AdeliaDita-h1t,UUGY64rPLxo,bagus banget sih❤🎉,2024-12-30T22:40:15Z
2024-12-30T03:57:24Z,@faridanadia5984,UUGY64rPLxo,"Aq mulai kepo sma jkt 48 krna lagu ini 
Marsha❤💓💓💓",2024-12-30T03:57:24Z
2024-12-30T13:15:06Z,@andrerandomart8306,UUGY64rPLxo,"lagunya emng enak sih,, yg versi SNH juga bgus",2024-12-30T13:15:06Z
2024-12-29T17:08:22Z,@dsgdaniellerah4044,UUGY64rPLxo,"kenapa gak pakai laki-laki sih,jadi terlihat LGBT njir 🗿",2024-12-29T17:08:22Z
2024-12-30T06:38:55Z,@kucinggangsebelah8459,UUGY64rPLxo,Emang LGBT,2024-12-30T06:38:55Z
2024-12-30T13:13:30Z,@andrerandomart8306,UUGY64rPLxo,"klo ada laki laki mngkin para fans jdi ga nyaman,,",2024-12-30T13:13:30Z
2024-12-30T13:23:22Z,@AilaaSPJ,UUGY64rPLxo,"Wehh ini lagu bukan tentang LGBT, Orang ciuman nya ga nyentuh kan? 
Ya Udah Gitu doang,, jangan di permasalah kan 🙏🏻",2024-12-30T13:23:22Z
2025-01-03T07:41:25Z,@sigitpamungkas5970,UUGY64rPLxo,Gak suka gak usah di tonton lol. Dengerin aja lagu selaralu,2025-01-03T07:41:25Z
2025-01-05T02:46:25Z,@yuvenven7248,UUGY64rPLxo,"Sumpah ini bodoh banget si, memberikan solusi yang sama2 buruk",2025-01-05T02:46:25Z
2025-01-05T08:30:09Z,@silenceglaive,UUGY64rPLxo,"Saya juga tidak membenarkan LGBTQ+, tapi konteks pada kasus ini berbeda. Mereka Idol Grup yang isinya perempuan semua, jadi tidak ada member pria. Sebisa mungkin mereka tidak menampilkan tokoh pria (terlebih ini merupakan special performance yang meng-highlight aransemen dan variasi kreativitas). Di MV lain mungkin menampilkan ada tokoh pria tapi itu ada projek tersendiri, seperti Rhapsody (tentang pernikahan). Sedangkan pada SPV ini (Benang Sari Putik dan Kupu-kupu Malam) menceritakan seorang gadis yang terjerumus ke hal negatif (*bukan berarti mengajak ke hal negatif). Mungkin berbeda sudut pandang, tapi pemikiran yang negatif tanpa mempertimbangkan hal lain terhadap suatu hal secara terus menerus akan membuat anda skeptis dan berburuk sangka.
Salain itu ini juga bisa menjadi masukan untuk JOT untuk mengurangi hal yang membuat kontroversi lagi.",2025-01-05T08:30:09Z
2024-12-29T08:31:47Z,@Akuncantik123,UUGY64rPLxo,Maenggg 😱,2024-12-29T08:31:47Z
2024-12-29T07:20:48Z,@AditIrawan-o9s,UUGY64rPLxo,Centil bangen si muthe kalau gak ada ci Shani😁😁😁,2024-12-29T07:20:48Z
2024-12-29T04:30:31Z,@Fatimchannelku,UUGY64rPLxo,𝑀𝑎𝑡𝑎𝑛𝑦𝑎 𝑡𝑎𝑗𝑎𝑚 𝑏𝑎𝑛𝑔𝑒𝑡,2024-12-29T04:30:31Z
2024-12-29T03:09:02Z,@anndeparis2370,UUGY64rPLxo,Gue sedih Katrina gak masuk senbatsu,2024-12-29T03:09:02Z
2024-12-29T03:08:32Z,@anndeparis2370,UUGY64rPLxo,"Wow,3bulan gak lihat udah 8jt aja yang nonton",2024-12-29T03:08:32Z
2024-12-28T23:59:31Z,@Marsha-c1y,UUGY64rPLxo,"Malam ini rahasia ya
Kamu tak boleh bilang siapa-siapa 
Datang ke sini juga rahasia
Terus sekarang mau apa
Ah di cahaya bulan (misterius)
Ah awan menghiasi (mengundang)
Ayo ke sini, apakah? Yang kau mau?
Ke taman bunga para gadis 
Rasa madu adalah rahasianya 
Ya(ya)
Ini janji yang terlarang 
Ketakutan (juga was was)
Terasakan (ya terasa)
Permainan berbahaya
Tiba-tiba saling memandang 
Kenapa? (kenapa?)
Hanya terdiam sajakah 
Tangan yang (diulurkan)
Bersentuhan (kita bagai)
Sari bunga dan kupu-kupu malam 
Aku tak biasa punya rahasia 
Nanti pasti dimarahi mama
Rahasia bukanlah masalah 
Nikmati sajalah saat ini
Ah bunga yang tak pernah (aku lihat)
Aromanya itu (manisnya)
Jangan menggodaku 
Akan aku ajari
di taman bunga para gadis 
Cinta itu kan selalu immoral 
Hei (hei)
Bibir yang mulai mendekat
Tidak boleh (ah boleh ya)
Jangan ah (ih lucunya)
Kita telah melewati
Batasnya dan saling mencinta
Sudah (sudah)
Nafas pun menjadi panjang 
Panas sekali (insting ini)
Menakutkan (menyerahlah)
Sari bunga dan kupu-kupu malam 
Rasa madu adalah rahasianya 
Ya (ya)
Ini janji yang terlarang 
Ketakutan (juga was was)
Terasakan (ya terasa)
Permainan berbahaya 
Tiba-tiba saling memandang 
Kenapa? (Kenapa?)
Hanya terdiam sajakah 
Tangan yang (diulurkan)
Bersentuhan (kita bagai)
Sari bunga dan kupu-kupu malam",2024-12-29T00:00:07Z
2024-12-28T12:33:36Z,@nazareffisal-yg2fu,UUGY64rPLxo,Bagus banget oshi ku (marsa) yg pas pake baju warna hitam😊😊,2024-12-28T12:33:36Z
2024-12-28T10:43:02Z,@abdulhafis0275,UUGY64rPLxo,Sadar dari kalian yg ikut osibe sadar kalian islam,2024-12-28T10:43:02Z
2025-01-03T13:39:30Z,@JKT48fansb,UUGY64rPLxo,Kalo non islam,2025-01-03T13:39:30Z
2024-12-28T04:25:32Z,@Random_vidio1413,UUGY64rPLxo,Kukira lagu india,2024-12-28T04:25:32Z
2024-12-27T20:21:07Z,@Alyakanza330,UUGY64rPLxo,3:09 takut njir ama freya,2024-12-27T20:21:07Z
2024-12-27T15:56:42Z,@modenaalzenka1472,UUGY64rPLxo,Sedang menunggu cupcakke remix nya,2024-12-27T15:56:42Z
2024-12-27T13:30:29Z,@vinahafsari,UUGY64rPLxo,Bagus ❤️❤️,2024-12-27T13:30:29Z
2024-12-27T07:36:57Z,@IbuDiana-t4g,UUGY64rPLxo,Freya kayak ketagihan ciumnya marsya,2024-12-27T07:36:57Z
2024-12-28T10:05:33Z,@Icy56,UUGY64rPLxo,Apnsih,2024-12-28T10:05:33Z
2024-12-27T06:23:07Z,@baiqalyssa,UUGY64rPLxo,3:08,2024-12-27T06:23:07Z
2024-12-27T04:33:49Z,@m.saifulmuthohir7997,UUGY64rPLxo,Ya gni klo lagu teater yg aslinya emng ga perlu dipublis smpe dibuatin mv jdi ya bnyak pro kontra apalgi lagunya 18+ jdi ya yg bukan fans jkt48 pasti nganggep nya tdk wajar. Pdhl emng jkt48 itu bnyak tipe lagu2nya. Besok2 lagi klo mau bikin pv lagu teater plih yg diterima awam2 ya JOT,2024-12-27T04:33:49Z
2024-12-27T04:01:00Z,@Aqila-v9x,UUGY64rPLxo,Lagu nya candu,2024-12-27T04:01:00Z
2024-12-27T01:46:22Z,@NadineAurelia-w4o,UUGY64rPLxo,😊,2024-12-27T01:46:22Z
2024-12-26T14:04:02Z,@Myraisla,UUGY64rPLxo,concept jpan pstu tiber arab pulak,2024-12-26T14:04:02Z
2024-12-26T11:13:03Z,@r0wvrr,UUGY64rPLxo,Lagu nya enak bgt weh,2024-12-26T11:13:03Z
2024-12-26T07:27:01Z,@panji-z1g,UUGY64rPLxo,1:24 freya cantik bet,2024-12-26T07:27:01Z
2024-12-26T01:39:29Z,@nontonbareng845,UUGY64rPLxo,Sawerannya dooong 🤣🤣🤣,2024-12-26T01:39:29Z
2024-12-25T14:14:08Z,@Efendi-v8s,UUGY64rPLxo,Lagu ini tidak di boleh kan untuk anak di bawah 10 tahun,2024-12-25T14:14:08Z
2024-12-27T04:25:56Z,@m.saifulmuthohir7997,UUGY64rPLxo,Lbh ke 13+ kak,2024-12-27T04:25:56Z
2025-01-05T02:45:15Z,@yuvenven7248,UUGY64rPLxo,"Iya emang gak boleh, dan kalo lu ORANG TUA ITU ADALAH TUGAS LU UNTUK JAGAIN ANAK LU DALAM MAKE GADGET!",2025-01-05T02:45:15Z
2024-12-25T13:09:15Z,@Adel-xaa,UUGY64rPLxo,Hai,2024-12-25T13:09:15Z
2024-12-25T12:45:14Z,@blive635,UUGY64rPLxo,Memang beneran ciuman marsha sama atin kayak nya,2024-12-25T12:45:14Z
2024-12-25T09:49:47Z,@maxrough00,UUGY64rPLxo,WWWOOOOOOWWWWWWWW,2024-12-25T09:49:47Z
2024-12-25T05:41:44Z,@farhanbaiquni186,UUGY64rPLxo,LGBT ??,2024-12-25T05:41:44Z
2024-12-28T11:01:22Z,@ITZ_T3L0R,UUGY64rPLxo,Ngga,2024-12-28T11:01:22Z
2025-01-05T08:05:57Z,@kaekaeoshi69,UUGY64rPLxo,"Yang 4 itu hawa nafsu yang menggoda seorang wanita polos (baju putih) akhirnya jatuh kedalam kenistaan (baju hitam di akhir video)
Jadi bukan tentang hubungan cewe dan cewe",2025-01-05T08:06:36Z
2025-01-05T08:42:05Z,@farhanbaiquni186,UUGY64rPLxo,@kaekaeoshi69  tp banyak fans yg sudah komplen sama adegan panas di cuplikan itu ke manager JKT48. Dan pihak manajemen mereka juga mengakui seharusnya adegan itu ditiadakan. Tonton Lengkap di liputan mata Najwa Shihab,2025-01-05T08:42:05Z
2024-12-25T01:59:20Z,@LaurentAguna,UUGY64rPLxo,Dari narasi mata najwa ke sini,2024-12-25T01:59:20Z
2024-12-25T01:37:30Z,@RZK53,UUGY64rPLxo,"banyak viewers FOMO, anying 😑😑",2024-12-25T01:37:30Z
2024-12-25T01:20:57Z,@muhammadikhsan4433,UUGY64rPLxo,Kesini gegara mata najwa,2024-12-25T01:20:57Z
2024-12-25T00:56:36Z,@arifjuni004,UUGY64rPLxo,"Kann... Halo JeOTe... Unit song kalau dikasih publik ya gini, harusnya eksklusif buat teather..
Diungkit kan... 😂",2024-12-25T00:56:36Z
2024-12-25T00:25:59Z,@novandurioarmanda4392,UUGY64rPLxo,Komentar 1 tahun lalu dengan yang beberapa jam kebelakang kok kontras banget ya?,2024-12-25T00:25:59Z
2024-12-24T21:38:34Z,@NunuNugraha-f5m,UUGY64rPLxo,Maksiat!!,2024-12-24T21:38:34Z
2024-12-24T20:13:31Z,@riyansetiawan375,UUGY64rPLxo,Lagu yang pernah di bawain sinka sama chikano ini. Kayanya ada monolog nya dah,2024-12-24T20:18:02Z
2024-12-24T16:26:22Z,@hasnaindah9524,UUGY64rPLxo,aku kesini gegara mata najwa,2024-12-24T16:26:22Z
2024-12-24T14:54:48Z,@Geckogeckogeckol,UUGY64rPLxo,Frea paling cantik😅,2024-12-24T14:54:48Z
2024-12-24T13:58:50Z,@fidamaulida1598,UUGY64rPLxo,Gak cocok bgttt.. sumpah yaaaa terlalu berani bgt ini.. hrsnya hiburan itu menghibur.. bukan bikin resah,2024-12-24T13:58:50Z
2024-12-24T18:45:50Z,@seladelila6665,UUGY64rPLxo,B aja kali😂ribet banget deh,2024-12-24T18:45:50Z
2024-12-25T01:36:10Z,@RZK53,UUGY64rPLxo,"naon atuh naon, anying..",2024-12-25T01:36:10Z
2024-12-27T02:04:16Z,@stepforthmrion420,UUGY64rPLxo,Gbl0000000000q,2024-12-27T02:04:16Z
2024-12-24T13:42:46Z,@motivationalbutterfly-bz6ii,UUGY64rPLxo,apa si maksudnya,2024-12-24T13:42:46Z
2024-12-24T12:13:54Z,@azkasalang1499,UUGY64rPLxo,Okelah klo makna lagunya baik spy tdk salah pergaulan tp plis mv nya GK gitu juga😢,2024-12-24T12:13:54Z
2024-12-24T12:10:10Z,@NabilaH-z3o,UUGY64rPLxo,Kok gini sih liriknya,2024-12-24T12:10:10Z
2024-12-24T10:06:36Z,@fahrulrozi9656,UUGY64rPLxo,3:51 ciuman LGBT,2024-12-24T10:06:36Z
2024-12-24T10:05:56Z,@viviyulianti2045,UUGY64rPLxo,😢😢😢😢😢 gak tau kenapa gw nangkepny lesbi....,2024-12-24T10:05:56Z
2024-12-25T00:43:43Z,@jehanaisyah8488,UUGY64rPLxo,Ya kak,2024-12-25T00:43:43Z
2024-12-24T10:05:47Z,@fahrulrozi9656,UUGY64rPLxo,Kirain jkt ada sensor😢,2024-12-24T10:05:47Z
2024-12-24T09:50:59Z,@putvervous179,UUGY64rPLxo,"MVnya terlalu vulgar dan mengundang hasrat kaum LGBT. Agak ngeri sih sama fans²nya yg sampe ngedukung tipe MV dan lagu yg kyk begini, jadi curiga. Aku nontonnya aja geli bgt. Indonesia darurat kaum lurus. Semoga para org tua bisa menjaga anak² kecilnya biar ga terpengaruh sama mayoritas² yg bisa menyesatkan",2024-12-24T09:50:59Z
2024-12-31T14:52:22Z,@zherzii-p9j,UUGY64rPLxo,"otak kau aj yng thololllllllll, kau sudah liat mv smua jkt48 gk sih ajg, dah tau vidio klip jkt48 itu smua yg meranin memberny sndri gk ad ngundang pemeran cowokny, krna fans mreka rata2 cwok. itu meranin doang ibarat kiasan suatu cerita isi lagu itu, otak kau aj LBGT goblok",2024-12-31T14:52:22Z
2024-12-24T09:33:32Z,@Suryadi124_,UUGY64rPLxo,"Terserah apapun maknanya, yg jelas orang ga nangkep makna itu, lebih menonjol makna negatifnya. LGBT lah, perselingkuhan, wanita penggoda",2024-12-24T09:33:32Z
2024-12-24T07:31:21Z,@ayunurlianti1766,UUGY64rPLxo,HATI HATI KECOLONGAN INDONESIA SAMA HAL BERBAU LGBT,2024-12-24T07:31:21Z
