ID,Username,Comment,LikeCount,ReplyCount,Date,Comment_clean,Comment_size,Sentiment,Confidence,Comment_stem
UgxdKUS2tyo4Eh9KkrJ4AaABAg,@Aurelioid,"Gila sih ini konsepnya keren banget. 😮💕

Maju terus JKT48!",644,2,2023-06-22T07:05:17Z,Gila sih ini konsepnya keren banget. Maju terus JKT48!,54,positive,0.9950110912322998,gila sih konsep keren maju
UgznfTn5xRD8fuKc-el4AaABAg,@dohyon7672,Kekuatan JKT48 memang ada di performance. Kalian keren banget! Panjang umur JKT48!,611,3,2023-03-13T14:07:54Z,Kekuatan JKT48 memang ada di performance. Kalian keren banget! Panjang umur JKT48!,82,positive,0.9958168864250184,kuat jkt48 keren umur
UgxKVTACvziGZr5oR2R4AaABAg,@AbdulSalam-xe2cq,Selamat jkt48 NEW ERA atas mini albumnya dan makasih juga untuk special performance videonya semoga dengan ini jkt48 makin terkenal hingga mendunia amiin tapi jujur jkt48 udah kembali ke masa jayanya best banget aku tunggu ya single ke 24 oke,592,21,2023-03-13T09:25:41Z,Selamat jkt48 NEW ERA atas mini albumnya dan makasih juga untuk special performance videonya semoga dengan ini jkt48 makin terkenal hingga mendunia amiin tapi jujur jkt48 udah kembali ke masa jayanya best banget aku tunggu ya single ke 24 oke,242,positive,0.9902926683425904,selamat jkt48 new era mini album makasih special performance video moga jkt48 kenal dunia amiin jujur jkt48 udah jaya best banget tunggu ya single oke
UgxL6srfJnQnXIerKbF4AaABAg,@Ren_ibn2508,"Marsha, muthe, Freya, ashel, Katrina. Udh mnjukkn penampilan yg sempurna, gerakan dance nya, suaranya, karakternya bisa pas. Luar biasa, tengkyuu JKT48,,, thnkyuu semuanya,, pokonya",589,19,2023-03-13T17:49:45Z,"Marsha, muthe, Freya, ashel, Katrina. Udh mnjukkn penampilan yg sempurna, gerakan dance nya, suaranya, karakternya bisa pas. Luar biasa, tengkyuu JKT48,,, thnkyuu semuanya,, pokonya",181,positive,0.996228814125061,udh mnjukkn tampil yg gera dance karakter tengkyuu thnkyuu poko
UgyfNGjQS9-U_lvSlUZ4AaABAg,@zenviclexandra,"CONGRATS JKT48 BUAT MINI ALBUM NYA,Btw marsha cakep banget,KALIAN SEMUA SEMANGAT TERUS YA KAKAK""STAF DAN JKT48 SEMANGAT TERUS POKONYA",563,2,2023-03-13T13:42:37Z,"CONGRATS JKT48 BUAT MINI ALBUM NYA,Btw marsha cakep banget,KALIAN SEMUA SEMANGAT TERUS YA KAKAK""STAF DAN JKT48 SEMANGAT TERUS POKONYA",133,positive,0.9906858801841736,congrats jkt48 mini album marsha cakep semangat ya jkt48 semangat poko
Ugwi77nQyryyiLJW9tJ4AaABAg,@rapsodi-jkt4884,"Akhirnya tiap member diberi kesempatan untuk diperkenalkan ke publik, biar tidak ada lagi statemen "" dia lagi dia lagi "" Semoga JKT48 makin dikenal banyak orang. New Era memang the best !",537,2,2023-03-13T14:57:48Z,"Akhirnya tiap member diberi kesempatan untuk diperkenalkan ke publik, biar tidak ada lagi statemen "" dia lagi dia lagi "" Semoga JKT48 makin dikenal banyak orang. New Era memang the best !",187,positive,0.9931467175483704,member sempat kenal biar statemen moga jkt48 kenal new era best
UgyYlRVPvrNTAg0x_dd4AaABAg,@sans.FJkt48,"Mv nya keren bgt, dance nya pun gak kalah keren stiap member memberikan performent yang luar biasa CONGRATS JKT48 sukses terus JKT48😍😍😍😍",494,7,2023-03-14T01:54:14Z,"Mv nya keren bgt, dance nya pun gak kalah keren stiap member memberikan performent yang luar biasa CONGRATS JKT48 sukses terus JKT48",132,positive,0.9962839484214784,mv nya keren dance nya gak kalah keren stiap member performent congrats jkt48 sukses jkt48
UgxR4rTXY6knJm2X-8J4AaABAg,@uqannn,"Keren bangettttttttt. Dari aransemen, kostum, koreo, member, semuanya kerennnnnnnnn. Sukses terus JKT48",486,5,2023-03-13T14:10:29Z,"Keren bangettttttttt. Dari aransemen, kostum, koreo, member, semuanya kerennnnnnnnn. Sukses terus JKT48",103,positive,0.9965119957923888,keren sukses jkt48
Ugx-44Kab4eDUEXjK4V4AaABAg,@simuth6833,"Belum juga 24 jam, tapi udah masuk trending musik ke 9... Keren bgt dh (´ε`)",484,14,2023-03-14T05:30:02Z,"Belum juga 24 jam, tapi udah masuk trending musik ke 9... Keren bgt dh (`)",74,positive,0.9933317303657532,udah masuk trending musik keren bgt dh
Ugx_jMZv56_DEacRaFd4AaABAg,@nananashwa1807,"Aku suka konsepnya, aku suka kostumnya, set panggungnya, lighting, dancenya, transisinya. semuanya kece badaaai.... bener2 bagus bangeeet..",481,0,2023-03-13T18:39:07Z,"Aku suka konsepnya, aku suka kostumnya, set panggungnya, lighting, dancenya, transisinya. semuanya kece badaaai.... bener2 bagus bangeeet..",139,positive,0.9980642199516296,suka suka set kece bagus
Ugy005g8AE2BhZbQgXl4AaABAg,@co2nut_,Congrats JKT48 New Era atas mini albumnya dan special performancenya.... Sumpah keren banget + meresahkan performance nya keren bangettt🔥,443,0,2023-03-13T13:58:56Z,Congrats JKT48 New Era atas mini albumnya dan special performancenya.... Sumpah keren banget + meresahkan performance nya keren bangettt,136,positive,0.996776044368744,congrats jkt48 new era mini album special sumpah keren banget resah performance nya keren bangettt
UgzZTomWPfLhk0TBbT54AaABAg,@rfryzon4840,JKT48 menunjukkan bahwa kebangkitan dari pandemi dan sekarang JKT sudah bangkit dan cemerlang. Semangat dan tetap berjuang JKT48 ❤️❤️❤️,435,4,2023-03-14T00:00:47Z,JKT48 menunjukkan bahwa kebangkitan dari pandemi dan sekarang JKT sudah bangkit dan cemerlang. Semangat dan tetap berjuang JKT48,128,positive,0.9345099329948424,jkt48 bangkit pandemi jkt bangkit semangat juang jkt48
Ugz10dHsT3faXOQQsQV4AaABAg,@alfiandkurniawan7155,"JKT48 New Era kelasss!! Marsha, Ashel, Muthe, Freya, Kathrina ga ada obat. Hypnotic performances, great arrangement, beautiful artistic design.",419,3,2023-03-13T15:08:11Z,"JKT48 New Era kelasss!! Marsha, Ashel, Muthe, Freya, Kathrina ga ada obat. Hypnotic performances, great arrangement, beautiful artistic design.",143,positive,0.4974561035633087,jkt48 new era kathrina ga hypnotic great beautiful artistic
